phase,matrix,variable,x_label,x_value,y_label,r=1,r=2,r=3,r=4,r=5,r=6
LIQUID,B,Cr,x_Cr,0.19,λ·B,-0.13763335112924266,-0.025815524893925704,0.03833915239397298,0.07548811729777348,-0.15035554166502565,0.13595562440189168
LIQUID,B,Cr,x_Cr,0.2,λ·B,-0.20776251674142812,-0.027622374493756527,0.11559634282125023,0.11772520331193656,-0.19221289263536928,0.07074034461911984
LIQUID,B,Cr,x_Cr,0.21,λ·B,-0.19124003724732122,-0.047083249762536264,0.2317581894045046,0.08622011790412377,-0.3121877522387157,-0.03543335148834553
LIQUID,B,Cr,x_Cr,0.22,λ·B,-0.08792831666710549,-0.11520352628264907,0.2300787395743509,-0.012329506863709646,-0.32178281373989276,-0.010414586283556477
LIQUID,B,Cr,x_Cr,0.23,λ·B,-0.06958458670009715,-0.25952207838014163,0.17819582352272792,-0.04281953520253515,-0.18283238160809845,0.16129567504599326
LIQUID,B,Cr,x_Cr,0.24,λ·B,-0.2056471916770754,-0.28731713826526356,0.12653629056061613,-0.015353985579996137,-0.16850837125182633,0.23857234218713544
LIQUID,B,Cr,x_Cr,0.25,λ·B,-0.2914270882903201,-0.2200913545780114,0.1968736617730265,0.02759072475143601,-0.18099287888343682,0.1159914608406712
LIQUID,B,Cr,x_Cr,0.26,λ·B,-0.22273554693808872,-0.1876846330682557,0.28255938783663376,-0.015586902144256608,-0.27080084244676456,0.03319211735383611
LIQUID,B,Cr,x_Cr,0.27,λ·B,-0.0716023476503192,-0.16236672377308234,0.237032359453339,-0.13452680762320898,-0.2887031686470489,0.14116776147366192
LIQUID,B,Cr,x_Cr,0.28,λ·B,-0.04585700886221286,-0.21395045722840278,0.13651070547704078,-0.10752801005629496,-0.1573595835647993,0.3017441687435611
LIQUID,B,Cr,x_Cr,0.29,λ·B,-0.14302926691238976,-0.06511785951571109,0.10387449610024657,0.022549391795324406,-0.0788604871666362,0.30869743887133255
LIQUID,B,Cr,x_Cr,0.3,λ·B,-0.14161038354527664,0.1510153421377729,0.14769009509862085,0.08885431807085312,-0.05770666290571532,0.11818590429615113
LIQUID,B,Cr,x_Cr,0.31,λ·B,-0.02780688813152329,0.10842734812515728,0.17575761589162356,0.018968884367133183,-0.1335762404585759,0.0011736651209223715
LIQUID,B,Cr,x_Cr,0.32,λ·B,0.00942478906229419,-0.17445323074483776,0.1131928791198328,-0.07392170390896453,-0.12982643534594435,0.08567128995972717
LIQUID,B,Cr,x_Cr,0.33,λ·B,-0.058341267566160614,-0.32794408450679974,0.0269797902426157,-0.06384939816743804,-0.025313106979992478,0.25006050936387664
LIQUID,B,Cr,x_Cr,0.34,λ·B,-0.1691566126907063,-0.31594949342307416,0.006047904060902103,0.011202422811729573,-0.0474335861809413,0.30298077688849984
LIQUID,B,Cr,x_Cr,0.35,λ·B,-0.13756972720204283,-0.1297894437794138,0.02846915091989171,0.05382504259356539,-0.13730487719608075,0.1343747202768852
LIQUID,B,Cr,x_Cr,0.36,λ·B,0.0518484639301005,-0.05558506396012598,0.0654705813865796,-0.03257643668383793,-0.13277586794861068,-0.008256166205177107
LIQUID,B,Cr,x_Cr,0.37,λ·B,0.16074677708657345,-0.14277209549514674,0.021879051730831368,-0.15879718577120142,-0.07820755668881806,0.09241181675254148
LIQUID,B,Cr,x_Cr,0.38,λ·B,0.055947322908590336,-0.1914567550270057,-0.04447858406138182,-0.18778637611860216,0.024491578970596718,0.1833785869958721
LIQUID,B,Cr,x_Cr,0.39,λ·B,-0.125309466247522,-0.11268755771493341,-0.013742321271898079,-0.08324244227645575,0.05167644433086983,0.10250265246577804
LIQUID,B,Cr,x_Cr,0.4,λ·B,-0.16969469063740378,0.06250117717310803,0.04803497481491306,-0.06032790063273876,-0.09890942203138069,-0.07097336909854046
LIQUID,C,Fe,x_Fe,0.01,λ·C,-0.024316543976002903,0.0016908212502364268,-0.189589857352227,-0.06592509385353781,-0.37172530551555777,-0.04066171339022073
LIQUID,C,Fe,x_Fe,0.02,λ·C,0.01903310600231186,0.017505707778269042,-0.2667548673538379,0.09516045309809756,-0.3451279537666156,0.06565915625295912
LIQUID,C,Fe,x_Fe,0.03,λ·C,-0.053548180001500745,0.03286882464125127,0.051530165641306795,0.09812356988945026,-0.0994088796808565,-0.008278653118061518
