Co,Cr,Fe,Ni,G_LIQ,G_FCC
0.02,0.22,0.37,0.39,-177942.89345441162,-173331.71270097463
0.02,0.22,0.38,0.38,-177904.9743758732,-173331.83042776305
0.02,0.22,0.39,0.37,-177856.43676434568,-173320.68476771205
0.02,0.22,0.4,0.36,-177797.31207132761,-173298.27853690716
0.02,0.23,0.34,0.41,-177857.3088296248,-173167.8023406803
0.02,0.23,0.35,0.4,-177844.60280812855,-173195.21149655356
0.02,0.23,0.36,0.39,-177821.03596458325,-173211.13109668638
0.02,0.23,0.37,0.38,-177786.67733464504,-173215.6018869345
0.02,0.23,0.38,0.37,-177741.58128758086,-173208.6492499917
0.02,0.23,0.39,0.36,-177685.78765104516,-173190.2833301661
0.02,0.23,0.4,0.35,-177619.32171107974,-173160.4990333802
0.02,0.24,0.33,0.41,-177714.50380277846,-173022.46431265067
0.02,0.24,0.34,0.4,-177705.78507187782,-173054.73183856328
0.02,0.24,0.35,0.39,-177686.05913728275,-173075.32421930094
0.02,0.24,0.36,0.38,-177655.40536607345,-173084.29148421003
0.02,0.24,0.37,0.37,-177613.8877341047,-173081.66757463838
0.02,0.24,0.38,0.36,-177561.55502712753,-173067.4705450573
0.02,0.24,0.39,0.35,-177498.4409073397,-173041.7026296115
0.02,0.24,0.4,0.34,-177424.56384683526,-173004.35017556886
0.02,0.25,0.32,0.41,-177558.48292275378,-172861.77976844372
0.02,0.25,0.33,0.4,-177553.9213815121,-172899.07630270868
0.02,0.25,0.34,0.39,-177538.19650934785,-172924.5022093371
0.02,0.25,0.35,0.38,-177511.39881752396,-172938.117613925
0.02,0.25,0.36,0.37,-177473.6026133193,-172939.96574131088
0.02,0.25,0.37,0.36,-177424.86628907276,-172930.07320461998
0.02,0.25,0.38,0.35,-177365.23246507868,-172908.4501481596
0.02,0.25,0.39,0.34,-177294.72798958703,-172875.0902474195
0.02,0.25,0.4,0.33,-177213.36379590776,-172829.97056617553
0.02,0.26,0.31,0.41,-177389.42541728108,-172685.90165317446
0.02,0.26,0.32,0.4,-177389.20022731603,-172728.40853989992
0.02,0.26,0.33,0.39,-177377.64491918587,-172758.83850908338
0.02,0.26,0.34,0.38,-177354.86206276802,-172777.2626970006
0.02,0.26,0.35,0.37,-177320.93710952398,-172783.7344247389
0.02,0.26,0.36,0.36,-177275.93878321676,-172778.28958891422
0.02,0.26,0.37,0.35,-177219.91931072847,-172760.94689248918
0.02,0.26,0.38,0.34,-177152.91449840573,-172731.7079211181
0.02,0.26,0.39,0.33,-177074.94365571448,-172690.55706680205
0.02,0.26,0.4,0.32,-176986.00936442195,-172637.4612970709
0.02,0.27,0.3,0.41,-177207.4742627767,-172494.9466607271
0.02,0.27,0.31,0.4,-177211.77488077956,-172542.8569824113
0.02,0.27,0.32,0.39,-177204.56690084125,-172578.47225667673
0.02,0.27,0.33,0.38,-177185.96598397268,-172601.8756629977
0.02,0.27,0.34,0.37,-177156.06964024986,-172613.1315331416
0.02,0.27,0.35,0.36,-177114.9577376185,-172612.28585997285
0.02,0.27,0.36,0.35,-177062.69283438474,-172599.36662994442
0.02,0.27,0.37,0.34,-176999.32034348298,-172574.383987365
0.02,0.27,0.38,0.33,-176924.86853247587,-172537.33023439912
0.02,0.27,0.39,0.32,-176839.34835928652,-172488.17966679984
0.02,0.27,0.4,0.31,-176742.7531397077,-172426.88824141765
0.02,0.28,0.29,0.41,-177012.73774518585,-172288.99679471215
0.02,0.28,0.3,0.4,-177021.76509322974,-172342.51654246481
0.02,0.28,0.31,0.39,-177019.09250071453,-172383.51010265315
0.02,0.28,0.32,0.38,-177004.849890093,-172412.07386825647
0.02,0.28,0.33,0.37,-176979.14786257475,-172428.28421423957
0.02,0.28,0.34,0.36,-176942.07834471972,-172432.19814414615
0.02,0.28,0.35,0.35,-176893.71503901703,-172423.85374067712
0.02,0.28,0.36,0.34,-176834.113689825,-172403.27043163098
0.02,0.28,0.37,0.33,-176763.31217129412,-172370.44907782652
0.02,0.28,0.38,0.32,-176681.33039944404,-172325.37188518015
0.02,0.28,0.39,0.31,-176588.17006622363,-172268.00213876567
0.02,0.28,0.4,0.3,-176483.81418893213,-172198.2837522358
0.02,0.29,0.28,0.41,-176805.29046864022,-172068.10037731932
0.02,0.29,0.29,0.4,-176819.25826606047,-172127.44978272828
0.02,0.29,0.3,0.39,-176821.32058558147,-172174.02751828913
0.02,0.29,0.31,0.38,-176811.62294297828,-172207.94452236316
0.02,0.29,0.32,0.37,-176790.2902009022,-172229.290383418
0.02,0.29,0.33,0.36,-176757.42737704696,-172238.13414819335
0.02,0.29,0.34,0.35,-176713.1202325158,-172234.52491006773
0.02,0.29,0.35,0.34,-176657.43565585004,-172218.49219308698
0.02,0.29,0.36,0.33,-176590.42185262404,-172190.04614155888
0.02,0.29,0.37,0.32,-176512.10834544542,-172149.17752005352
0.02,0.29,0.38,0.31,-176422.50578435953,-172095.85752380794
0.02,0.29,0.39,0.3,-176321.6055628216,-172030.03739469807
0.02,0.29,0.4,0.29,-176209.37922932906,-171951.64783287141
0.02,0.3,0.27,0.41,-176585.17385047977,-171832.27254444044
0.02,0.3,0.28,0.4,-176604.31013621204,-171897.68760186582
0.02,0.3,0.29,0.39,-176611.31968964465,-171950.06964269924
0.02,0.3,0.3,0.38,-176606.3651422129,-171989.54567301626
0.02,0.3,0.31,0.37,-176589.58694989033,-172016.21982666306
0.02,0.3,0.32,0.36,-176561.1043918125,-172030.17436387952
0.02,0.3,0.33,0.35,-176521.0163202163,-172031.47042123793
0.02,0.3,0.34,0.34,-176469.40168225733,-172020.14853346001
0.02,0.3,0.35,0.33,-176406.3198276928,-171996.22894109928
0.02,0.3,0.36,0.32,-176331.81061055424,-171959.71169221387
0.02,0.3,0.37,0.31,-176245.89428747498,-171910.5765406936
0.02,0.3,0.38,0.3,-176148.5712100068,-171848.7826385771
0.02,0.3,0.39,0.29,-176039.82130280303,-171774.26801423472
0.02,0.3,0.4,0.28,-175919.6033136789,-171686.94882242932
0.02,0.31,0.26,0.41,-176352.39612125282,-171581.49524581828
0.02,0.31,0.27,0.4,-176376.94500194417,-171653.22946044517
0.02,0.31,0.28,0.39,-176389.12843076402,-171711.6516991881
0.02,0.31,0.29,0.38,-176389.12790291896,-171756.90678393893
0.02,0.31,0.3,0.37,-176377.1009900431,-171789.11491625325
0.02,0.31,0.31,0.36,-176353.18256459394,-171808.3729017452
0.02,0.31,0.32,0.35,-176317.48574025038,-171814.75509048384
0.02,0.31,0.33,0.34,-176270.1025553015,-171808.31406038158
0.02,0.31,0.34,0.33,-176211.10441811898,-171789.08106266553
0.02,0.31,0.35,0.32,-176140.5423269171,-171757.06624163748
0.02,0.31,0.36,0.31,-176058.44686975313,-171712.25863467387
0.02,0.31,0.37,0.3,-175964.82800476675,-171654.62595246464
0.02,0.31,0.38,0.29,-175859.6746147079,-171584.11413354203
0.02,0.31,0.39,0.28,-175742.9538235478,-171500.6466608909
0.02,0.31,0.4,0.27,-175614.61005608126,-171404.12362155187
0.02,0.32,0.25,0.41,-176106.93182969422,-171315.71675019054
0.02,0.32,0.26,0.4,-176137.1554970629,-171394.04315531478
0.02,0.32,0.27,0.39,-176154.75551045698,-171458.75899538567
0.02,0.32,0.28,0.38,-176159.9342462144,-171510.0289254589
0.02,0.32,0.29,0.37,-176152.86813974046,-171547.99096289938
0.02,0.32,0.3,0.36,-176133.7091791532,-171572.75798102448
0.02,0.32,0.31,0.35,-176102.58607145352,-171584.41887527241
