phase,matrix,variable,x_label,x_value,y_label,r=1,r=2,r=3,r=4,r=5,r=6
FCC,A,Co,x_Co,0.21,λ·A,0.05856542758040909,-0.26362692556187584,-0.19560701608681794,0.10040533230096504,-0.20672696494943582,0.2279711038461709
FCC,A,Co,x_Co,0.22,λ·A,-0.04642740615286777,-0.11016059045718576,-0.2501678888485671,0.13494280224113164,-0.1450238845745981,0.11944293346925852
FCC,A,Co,x_Co,0.23,λ·A,0.14205650264793088,0.07004483014084127,-0.30020029945062016,0.11986388575366634,-0.10281741231572787,0.06009491693685299
FCC,A,Co,x_Co,0.24,λ·A,0.26341016503953824,-0.1208245300857425,-0.27324306746182364,0.09678784919526541,-0.1542257294984004,0.1476721272343627
FCC,A,Co,x_Co,0.25,λ·A,0.14791489795099963,-0.2022725563246946,-0.1461118842813627,0.12259419467513208,-0.23278075278385338,0.18233247258171117
FCC,A,Co,x_Co,0.26,λ·A,-0.06781491154185737,-0.0981551475894833,-0.12422209591149183,0.1365910179667664,-0.2743523847435872,0.060558511387071884
FCC,A,Co,x_Co,0.27,λ·A,-0.08086592661424248,-0.003745679012418572,-0.21977066488719726,0.20121822278362847,-0.1577531297505646,-0.08019257189315449
FCC,A,Co,x_Co,0.28,λ·A,0.0814592495233436,0.1382368043081919,-0.2071194162303609,0.1729321053875593,-0.11838817291832096,-0.07131547233910128
FCC,A,Co,x_Co,0.29,λ·A,0.19535346149282168,0.0029406389372274226,-0.13442084754610614,0.044062570421016196,-0.12219817353288856,0.03724807444726406
FCC,A,Co,x_Co,0.3,λ·A,0.1336197201578009,-0.1958080017015368,-0.04598412227958244,0.12684583774089983,-0.10437977010431648,0.07061832761040901
FCC,A,Co,x_Co,0.31,λ·A,-0.04339011337143494,-0.002487478065765307,-0.042136916588297324,0.11411721175255858,-0.1299159870278233,0.01582183732965288
FCC,A,Co,x_Co,0.32,λ·A,-0.033966080605767744,0.093686540838415,-0.11035223884286073,0.027020614406481118,-0.062222229584943174,-0.038792646242693546
FCC,A,Co,x_Co,0.33,λ·A,0.11041585203708729,0.03653121990007403,-0.08240860322698348,0.1106942241691228,-0.009983676204145473,-0.083125788304493
FCC,A,Co,x_Co,0.34,λ·A,0.09798694772007283,0.022117868971518854,0.05247979327838143,0.12891562218104788,-0.09609190186712298,-0.08342297017585244
FCC,A,Co,x_Co,0.35,λ·A,-0.006871738373482627,-0.16866236513158853,0.133210038758767,0.08104914478118011,-0.1106133704295168,-0.005435149743632299
FCC,A,Co,x_Co,0.36,λ·A,-0.10885509852952485,-0.008954211515885368,0.15007982745097764,0.057768639827208916,-0.03842116868942212,-0.07986362563164551
FCC,A,Co,x_Co,0.37,λ·A,-0.0009686847061784425,0.11775143648191812,-0.008308551985769788,-0.0019186077400668046,0.05857050182945988,-0.14111983281657203
FCC,A,Co,x_Co,0.38,λ·A,0.17641015630393408,-0.03519362526818751,-0.04074417979590709,0.05104406593859828,0.09799419383634649,0.010932433318386905
FCC,A,Co,x_Co,0.39,λ·A,0.21961533219128804,-0.012944944691669425,0.07570660699385078,0.09560413489888542,-0.0008179655099226928,0.112845826426976
FCC,A,Co,x_Co,0.4,λ·A,0.05703446543407264,-0.1510813518706258,0.11516800902920715,0.20520612570265914,-0.08604686017487728,0.09186122454299721
FCC,B,Cr,x_Cr,0.01,λ·B,-0.05357714263233449,-0.20918686798986477,0.036630811740615735,0.007797317497096328,-0.26716229104931183,-0.1815093179820516
