phase,matrix,variable,x_label,x_value,component,component_index,lambda,factor_value,plotted_value,y_label
FCC,A,Co,x_Co,0.01,r=3,3,0.9999999999997273,-0.16385501978059008,-0.1638550197805454,λ·A
FCC,A,Co,x_Co,0.02,r=3,3,0.9999999999997273,-0.11899624953776756,-0.11899624953773512,λ·A
FCC,A,Co,x_Co,0.03,r=3,3,0.9999999999997273,-0.183498606674045,-0.18349860667399495,λ·A
FCC,A,Co,x_Co,0.04,r=3,3,0.9999999999997273,-0.13620275251518785,-0.1362027525151507,λ·A
FCC,A,Co,x_Co,0.05,r=3,3,0.9999999999997273,0.041214825750079204,0.04121482575006796,λ·A
FCC,A,Co,x_Co,0.06,r=3,3,0.9999999999997273,0.19935786815816325,0.1993578681581089,λ·A
FCC,A,Co,x_Co,0.07,r=3,3,0.9999999999997273,0.21553365651232528,0.21553365651226652,λ·A
FCC,A,Co,x_Co,0.08,r=3,3,0.9999999999997273,0.0662400934817212,0.06624009348170315,λ·A
FCC,A,Co,x_Co,0.09,r=3,3,0.9999999999997273,0.013793023775403972,0.01379302377540021,λ·A
FCC,A,Co,x_Co,0.1,r=3,3,0.9999999999997273,0.12444850894288195,0.12444850894284802,λ·A
FCC,A,Co,x_Co,0.11,r=3,3,0.9999999999997273,0.16510986077190135,0.16510986077185633,λ·A
FCC,A,Co,x_Co,0.12,r=3,3,0.9999999999997273,0.09844506028480972,0.09844506028478288,λ·A
FCC,A,Co,x_Co,0.13,r=3,3,0.9999999999997273,-0.05617524242499224,-0.05617524242497693,λ·A
FCC,A,Co,x_Co,0.14,r=3,3,0.9999999999997273,-0.1372469314327646,-0.13724693143272718,λ·A
FCC,A,Co,x_Co,0.15,r=3,3,0.9999999999997273,-0.09716887837737372,-0.09716887837734722,λ·A
FCC,A,Co,x_Co,0.16,r=3,3,0.9999999999997273,-0.08407835361162853,-0.08407835361160561,λ·A
FCC,A,Co,x_Co,0.17,r=3,3,0.9999999999997273,-0.1731000637416659,-0.17310006374161868,λ·A
FCC,A,Co,x_Co,0.18,r=3,3,0.9999999999997273,-0.2727630622446893,-0.27276306224461494,λ·A
FCC,A,Co,x_Co,0.19,r=3,3,0.9999999999997273,-0.27423756589431597,-0.2742375658942412,λ·A
FCC,A,Co,x_Co,0.2,r=3,3,0.9999999999997273,-0.2133070901753807,-0.2133070901753225,λ·A
FCC,A,Co,x_Co,0.21,r=3,3,0.9999999999997273,-0.19560701608687128,-0.19560701608681794,λ·A
FCC,A,Co,x_Co,0.22,r=3,3,0.9999999999997273,-0.25016788884863533,-0.2501678888485671,λ·A
FCC,A,Co,x_Co,0.23,r=3,3,0.9999999999997273,-0.30020029945070204,-0.30020029945062016,λ·A
FCC,A,Co,x_Co,0.24,r=3,3,0.9999999999997273,-0.27324306746189814,-0.27324306746182364,λ·A
FCC,A,Co,x_Co,0.25,r=3,3,0.9999999999997273,-0.14611188428140254,-0.1461118842813627,λ·A
FCC,A,Co,x_Co,0.26,r=3,3,0.9999999999997273,-0.1242220959115257,-0.12422209591149183,λ·A
FCC,A,Co,x_Co,0.27,r=3,3,0.9999999999997273,-0.2197706648872572,-0.21977066488719726,λ·A
FCC,A,Co,x_Co,0.28,r=3,3,0.9999999999997273,-0.20711941623041738,-0.2071194162303609,λ·A
FCC,A,Co,x_Co,0.29,r=3,3,0.9999999999997273,-0.1344208475461428,-0.13442084754610614,λ·A
FCC,A,Co,x_Co,0.3,r=3,3,0.9999999999997273,-0.04598412227959498,-0.04598412227958244,λ·A
FCC,A,Co,x_Co,0.31,r=3,3,0.9999999999997273,-0.042136916588308815,-0.042136916588297324,λ·A
FCC,A,Co,x_Co,0.32,r=3,3,0.9999999999997273,-0.11035223884289082,-0.11035223884286073,λ·A
FCC,A,Co,x_Co,0.33,r=3,3,0.9999999999997273,-0.08240860322700595,-0.08240860322698348,λ·A
FCC,A,Co,x_Co,0.34,r=3,3,0.9999999999997273,0.05247979327839574,0.05247979327838143,λ·A
FCC,A,Co,x_Co,0.35,r=3,3,0.9999999999997273,0.13321003875880333,0.133210038758767,λ·A
FCC,A,Co,x_Co,0.36,r=3,3,0.9999999999997273,0.15007982745101855,0.15007982745097764,λ·A
FCC,A,Co,x_Co,0.37,r=3,3,0.9999999999997273,-0.008308551985772053,-0.008308551985769788,λ·A
FCC,A,Co,x_Co,0.38,r=3,3,0.9999999999997273,-0.0407441797959182,-0.04074417979590709,λ·A
FCC,A,Co,x_Co,0.39,r=3,3,0.9999999999997273,0.07570660699387141,0.07570660699385078,λ·A
FCC,A,Co,x_Co,0.4,r=3,3,0.9999999999997273,0.11516800902923856,0.11516800902920715,λ·A
FCC,A,Co,x_Co,0.01,r=4,4,0.9999999999995064,-0.12092667538171703,-0.12092667538165734,λ·A
FCC,A,Co,x_Co,0.02,r=4,4,0.9999999999995064,-0.13342049057172747,-0.1334204905716616,λ·A
FCC,A,Co,x_Co,0.03,r=4,4,0.9999999999995064,-0.22945260099329381,-0.22945260099318054,λ·A
FCC,A,Co,x_Co,0.04,r=4,4,0.9999999999995064,-0.1914728094321851,-0.19147280943209058,λ·A
FCC,A,Co,x_Co,0.05,r=4,4,0.9999999999995064,-0.20146961873902777,-0.20146961873892832,λ·A
FCC,A,Co,x_Co,0.06,r=4,4,0.9999999999995064,-0.2760669672738361,-0.27606696727369984,λ·A
FCC,A,Co,x_Co,0.07,r=4,4,0.9999999999995064,-0.26494828877194293,-0.26494828877181215,λ·A
FCC,A,Co,x_Co,0.08,r=4,4,0.9999999999995064,-0.3076482791502735,-0.3076482791501216,λ·A
FCC,A,Co,x_Co,0.09,r=4,4,0.9999999999995064,-0.3296764337143492,-0.3296764337141865,λ·A
FCC,A,Co,x_Co,0.1,r=4,4,0.9999999999995064,-0.2701233518028524,-0.27012335180271907,λ·A
FCC,A,Co,x_Co,0.11,r=4,4,0.9999999999995064,-0.19055869134635892,-0.19055869134626485,λ·A
